Final FIPS,Facility ID,State,County Name
12099,100002,FL,PALM BEACH
12095,100006,FL,ORANGE
12095,100007,FL,ORANGE
12086,100008,FL,MIAMI-DADE
12071,100012,FL,LEE
12127,100014,FL,VOLUSIA
12127,100017,FL,VOLUSIA
12021,100018,FL,COLLIER
12009,100019,FL,BREVARD
12086,100022,FL,MIAMI-DADE
12017,100023,FL,CITRUS
12033,100025,FL,ESCAMBIA
12005,100026,FL,BAY
12009,100028,FL,BREVARD
12086,100029,FL,MIAMI-DADE
12095,100030,FL,ORANGE
12103,100032,FL,PINELLAS
12086,100034,FL,MIAMI-DADE
12081,100035,FL,MANATEE
12011,100038,FL,BROWARD
12011,100039,FL,BROWARD
12031,100040,FL,DUVAL
12103,100043,FL,PINELLAS
12085,100044,FL,MARTIN
12127,100045,FL,VOLUSIA
12101,100046,FL,PASCO
12015,100047,FL,CHARLOTTE
12113,100048,FL,SANTA ROSA
12055,100049,FL,HIGHLANDS
12086,100050,FL,MIAMI-DADE
12069,100051,FL,LAKE
12105,100052,FL,POLK
12086,100053,FL,MIAMI-DADE
12091,100054,FL,OKALOOSA
12103,100055,FL,PINELLAS
12069,100057,FL,LAKE
12083,100062,FL,MARION
12101,100063,FL,PASCO
12103,100067,FL,PINELLAS
12127,100068,FL,VOLUSIA
12057,100069,FL,HILLSBOROUGH
12115,100070,FL,SARASOTA
12053,100071,FL,HERNANDO
12127,100072,FL,VOLUSIA
12011,100073,FL,BROWARD
12057,100075,FL,HILLSBOROUGH
12015,100077,FL,CHARLOTTE
12099,100080,FL,PALM BEACH
12131,100081,FL,WALTON
12069,100084,FL,LAKE
12011,100086,FL,BROWARD
12115,100087,FL,SARASOTA
12031,100088,FL,DUVAL
12109,100090,FL,ST. JOHNS
12009,100092,FL,BREVARD
12033,100093,FL,ESCAMBIA
12105,100099,FL,POLK
12061,100105,FL,INDIAN RIVER
12123,100106,FL,TAYLOR
12071,100107,FL,LEE
12055,100109,FL,HIGHLANDS
12097,100110,FL,OSCEOLA
12001,100113,FL,ALACHUA
12031,100117,FL,DUVAL
12035,100118,FL,FLAGLER
12105,100121,FL,POLK
12091,100122,FL,OKALOOSA
12113,100124,FL,SANTA ROSA
12086,100125,FL,MIAMI-DADE
12103,100126,FL,PINELLAS
12103,100127,FL,PINELLAS
12057,100128,FL,HILLSBOROUGH
12099,100130,FL,PALM BEACH
12086,100131,FL,MIAMI-DADE
12057,100132,FL,HILLSBOROUGH
12003,100134,FL,BAKER
12073,100135,FL,LEON
12105,100137,FL,POLK
12031,10013F,FL,DUVAL
12089,100140,FL,NASSAU
12063,100142,FL,JACKSON
12087,100150,FL,MONROE
12031,100151,FL,DUVAL
12086,100154,FL,MIAMI-DADE
12023,100156,FL,COLUMBIA
12105,100157,FL,POLK
12117,100161,FL,SEMINOLE
12115,100166,FL,SARASOTA
12011,100167,FL,BROWARD
12099,100168,FL,PALM BEACH
12057,100173,FL,HILLSBOROUGH
12027,100175,FL,DE SOTO
12099,100176,FL,PALM BEACH
12009,100177,FL,BREVARD
12031,100179,FL,DUVAL
12103,100180,FL,PINELLAS
12086,100181,FL,MIAMI-DADE
12086,100183,FL,MIAMI-DADE
12086,100187,FL,MIAMI-DADE
12011,100189,FL,BROWARD
12101,100191,FL,PASCO
12011,100200,FL,BROWARD
12001,100204,FL,ALACHUA
12057,100206,FL,HILLSBOROUGH
12086,100209,FL,MIAMI-DADE
12101,100211,FL,PASCO
12083,100212,FL,MARION
12081,100213,FL,MANATEE
12061,100217,FL,INDIAN RIVER
12091,10021F,FL,OKALOOSA
12071,100220,FL,LEE
12091,100223,FL,OKALOOSA
12011,100224,FL,BROWARD
12019,100226,FL,CLAY
12011,100228,FL,BROWARD
12011,100230,FL,BROWARD
12033,100231,FL,ESCAMBIA
12107,100232,FL,PUTNAM
12015,100236,FL,CHARLOTTE
12103,100238,FL,PINELLAS
12005,100242,FL,BAY
12057,100243,FL,HILLSBOROUGH
12071,100244,FL,LEE
12111,100246,FL,ST. LUCIE
12103,100248,FL,PINELLAS
12017,100249,FL,CITRUS
12093,100252,FL,OKEECHOBEE
12099,100253,FL,PALM BEACH
12073,100254,FL,LEON
12101,100256,FL,PASCO
12099,100258,FL,PALM BEACH
12057,100259,FL,HILLSBOROUGH
12111,100260,FL,ST. LUCIE
12053,100264,FL,HERNANDO
12103,100265,FL,PINELLAS
12113,100266,FL,SANTA ROSA
12115,100267,FL,SARASOTA
12099,100268,FL,PALM BEACH
12099,100269,FL,PALM BEACH
12099,100275,FL,PALM BEACH
12011,100276,FL,BROWARD
12086,100277,FL,MIAMI-DADE
12011,100281,FL,BROWARD
12086,100284,FL,MIAMI-DADE
12011,100285,FL,BROWARD
12021,100286,FL,COLLIER
12099,100287,FL,PALM BEACH
12099,100288,FL,PALM BEACH
12011,100289,FL,BROWARD
12069,100290,FL,LAKE
12009,100291,FL,BREVARD
12131,100292,FL,WALTON
12086,100296,FL,MIAMI-DADE
12039,100298,FL,GADSDEN
12081,100299,FL,MANATEE
12097,100302,FL,OSCEOLA
12031,100307,FL,DUVAL
12045,100313,FL,GULF
12086,100314,FL,MIAMI-DADE
12009,100315,FL,BREVARD
12009,100316,FL,BREVARD
12101,100319,FL,PASCO
12097,100320,FL,OSCEOLA
12019,100321,FL,CLAY
12117,100329,FL,SEMINOLE
12127,100330,FL,VOLUSIA
12095,100350,FL,ORANGE
12049,101300,FL,HARDEE
12125,101303,FL,UNION
12013,101304,FL,CALHOUN
12037,101305,FL,FRANKLIN
12059,101307,FL,HOLMES
12133,101308,FL,WASHINGTON
12051,101309,FL,HENDRY
12079,101311,FL,MADISON
12087,101312,FL,MONROE
12087,101313,FL,MONROE
12103,103300,FL,PINELLAS
12086,103301,FL,MIAMI-DADE
12095,103304,FL,ORANGE
12011,104001,FL,BROWARD
12031,104016,FL,DUVAL
12103,104017,FL,PINELLAS
12069,104018,FL,LAKE
12009,104024,FL,BREVARD
12011,104026,FL,BROWARD
12113,104027,FL,SANTA ROSA
12081,104040,FL,MANATEE
12086,104049,FL,MIAMI-DADE
12053,104057,FL,HERNANDO
12073,104059,FL,LEON
12021,104063,FL,COLLIER
12095,104067,FL,ORANGE
12031,104069,FL,DUVAL
12111,104070,FL,ST. LUCIE
12083,104071,FL,MARION
12095,104072,FL,ORANGE
12005,104073,FL,BAY
12071,104074,FL,LEE
12101,104075,FL,PASCO
12095,104076,FL,ORANGE
12081,104078,FL,MANATEE
12011,104079,FL,BROWARD
12085,104080,FL,MARTIN
12097,104081,FL,OSCEOLA
12009,104082,FL,BREVARD
13313,110001,GA,WHITFIELD
13293,110002,GA,UPSON
13299,110003,GA,WARE
13117,110005,GA,FORSYTH
13059,110006,GA,CLARKE
13095,110007,GA,DOUGHERTY
13057,110008,GA,CHEROKEE
13089,110010,GA,DE KALB
13045,110011,GA,CARROLL
13045,110015,GA,CARROLL
13285,110016,GA,TROUP
13217,110018,GA,NEWTON
13129,110023,GA,GORDON
13051,110024,GA,CHATHAM
13127,110025,GA,GLYNN
13119,110027,GA,FRANKLIN
13245,110028,GA,RICHMOND
13139,110029,GA,HALL
13015,110030,GA,BARTOW
13255,110031,GA,SPALDING
13257,110032,GA,STEPHENS
13245,110034,GA,RICHMOND
13067,110035,GA,COBB
13051,110036,GA,CHATHAM
13275,110038,GA,THOMAS
13137,110041,GA,HABERSHAM
13223,110042,GA,PAULDING
13051,110043,GA,CHATHAM
13261,110044,GA,SUMTER
13013,110045,GA,BARROW
13297,110046,GA,WALTON
13213,110050,GA,MURRAY
13291,110051,GA,UNION
13115,110054,GA,FLOYD
13215,110064,GA,MUSCOGEE
13153,110069,GA,HOUSTON
13001,110071,GA,APPLING
13017,110073,GA,BEN HILL
13059,110074,GA,CLARKE
13031,110075,GA,BULLOCH
13089,110076,GA,DE KALB
13121,110078,GA,FULTON
13121,110079,GA,FULTON
13121,110082,GA,FULTON
13121,110083,GA,FULTON
13303,110086,GA,WASHINGTON
13135,110087,GA,GWINNETT
13069,110089,GA,COFFEE
13247,110091,GA,ROCKDALE
13091,110092,GA,DODGE
13277,110095,GA,TIFT
13163,110100,GA,JEFFERSON
13075,110101,GA,COOK
13081,110104,GA,CRISP
13071,110105,GA,COLQUITT
13021,110107,GA,BIBB
13107,110109,GA,EMANUEL
13189,110111,GA,MC DUFFIE
13033,110113,GA,BURKE
13121,110115,GA,FULTON
13131,110121,GA,GRADY
13185,110122,GA,LOWNDES
13305,110124,GA,WAYNE
13175,110125,GA,LAURENS
13279,110128,GA,TOOMBS
13215,110129,GA,MUSCOGEE
13155,110130,GA,IRWIN
13087,110132,GA,DECATUR
13235,110135,GA,PULASKI
13109,110142,GA,EVANS
13067,110143,GA,COBB
13039,110146,GA,CAMDEN
13009,110150,GA,BALDWIN
13153,110153,GA,HOUSTON
13121,110161,GA,FULTON
13021,110164,GA,BIBB
13063,110165,GA,CLAYTON
13115,110168,GA,FLOYD
13245,110177,GA,RICHMOND
13097,110184,GA,DOUGLAS
13111,110189,GA,FANNIN
13093,110190,GA,DOOLY
13151,110191,GA,HENRY
13135,110192,GA,GWINNETT
13253,110194,GA,SEMINOLE
13121,110198,GA,FULTON
13215,110200,GA,MUSCOGEE
13021,110201,GA,BIBB
13071,110209,GA,COLQUITT
13113,110215,GA,FAYETTE
13227,110225,GA,PICKENS
13089,110226,GA,DE KALB
13077,110229,GA,COWETA
13135,110230,GA,GWINNETT
13077,110233,GA,COWETA
13019,110234,GA,BERRIEN
13047,110236,GA,CATOOSA
13187,110237,GA,LUMPKIN
13053,11032F,GA,CHATTAHOOCHEE
13245,11033F,GA,RICHMOND
13179,11035F,GA,LIBERTY
13023,111302,GA,BLECKLEY
13159,111303,GA,JASPER
13211,111304,GA,MORGAN
13201,111305,GA,MILLER
13103,111306,GA,EFFINGHAM
13065,111308,GA,CLINCH
13225,111310,GA,PEACH
13165,111311,GA,JENKINS
13251,111312,GA,SCREVEN
13237,111313,GA,PUTNAM
13099,111314,GA,EARLY
13199,111316,GA,MERIWETHER
13207,111318,GA,MONROE
13035,111319,GA,BUTTS
13143,111320,GA,HARALSON
13267,111323,GA,TATTNALL
13281,111324,GA,TOWNS
13317,111325,GA,WILKES
13173,111326,GA,LANIER
13005,111327,GA,BACON
13321,111328,GA,WORTH
13133,111329,GA,GREENE
13233,111330,GA,POLK
13205,111331,GA,MITCHELL
13027,111332,GA,BROOKS
13161,111333,GA,JEFF DAVIS
13043,111334,GA,CANDLER
13179,111335,GA,LIBERTY
13241,111336,GA,RABUN
13105,111337,GA,ELBERT
13089,113300,GA,DE KALB
13121,113301,GA,FULTON
13135,114004,GA,GWINNETT
13051,114008,GA,CHATHAM
13089,114010,GA,DE KALB
13067,114012,GA,COBB
13215,114013,GA,MUSCOGEE
13127,114016,GA,GLYNN
13089,114019,GA,DE KALB
13051,114028,GA,CHATHAM
13245,114029,GA,RICHMOND
13121,114032,GA,FULTON
13063,114035,GA,CLAYTON
13185,114036,GA,LOWNDES
13297,114037,GA,WALTON
15003,120001,HI,HONOLULU
15009,120002,HI,MAUI
15003,120004,HI,HONOLULU
15001,120005,HI,HAWAII
15003,120006,HI,HONOLULU
15003,120007,HI,HONOLULU
15003,120011,HI,HONOLULU
15007,120014,HI,KAUAI
15001,120019,HI,HAWAII
15003,12001F,HI,HONOLULU
15003,120022,HI,HONOLULU
15003,120026,HI,HONOLULU
15001,120028,HI,HAWAII
15007,121300,HI,KAUAI
15001,121301,HI,HAWAII
15001,121302,HI,HAWAII
15009,121303,HI,MAUI
15003,121304,HI,HONOLULU
15009,121305,HI,MAUI
15007,121306,HI,KAUAI
15001,121307,HI,HAWAII
15009,121308,HI,MAUI
15003,123300,HI,HONOLULU
15003,123301,HI,HONOLULU
15003,124001,HI,HONOLULU
16083,130002,ID,TWIN FALLS
16069,130003,ID,NEZ PERCE
16001,130006,ID,ADA
16001,130007,ID,ADA
16027,130013,ID,CANYON
16027,130014,ID,CANYON
16019,130018,ID,BONNEVILLE
16065,130025,ID,MADISON
16005,130028,ID,BANNOCK
16055,130049,ID,KOOTENAI
16001,130063,ID,ADA
16019,130065,ID,BONNEVILLE
16055,130066,ID,KOOTENAI
16027,130071,ID,CANYON
16011,130073,ID,BINGHAM
16019,130074,ID,BONNEVILLE
16021,131301,ID,BOUNDARY
16047,131302,ID,GOODING
16071,131303,ID,ONEIDA
16077,131304,ID,POWER
16059,131305,ID,LEMHI
16087,131307,ID,WASHINGTON
16085,131308,ID,VALLEY
16029,131309,ID,CARIBOU
16053,131310,ID,JEROME
16039,131311,ID,ELMORE
16085,131312,ID,VALLEY
16081,131313,ID,TETON
16079,131314,ID,SHOSHONE
16049,131315,ID,IDAHO
16007,131316,ID,BEAR LAKE
16009,131317,ID,BENEWAH
16045,131318,ID,GEM
16067,131319,ID,MINIDOKA
16035,131320,ID,CLEARWATER
16049,131321,ID,IDAHO
16041,131322,ID,FRANKLIN
16013,131323,ID,BLAINE
16023,131324,ID,BUTTE
16011,131325,ID,BINGHAM
16031,131326,ID,CASSIA
16057,131327,ID,LATAH
16017,131328,ID,BONNER
16001,134002,ID,ADA
16001,134009,ID,ADA
16011,134010,ID,BINGHAM
16001,134017,ID,ADA
17057,140001,IL,FULTON
17119,140002,IL,MADISON
17197,140007,IL,WILL
17031,140008,IL,COOK
17031,140010,IL,COOK
17199,140011,IL,WILLIAMSON
17103,140012,IL,LEE
17143,140013,IL,PEORIA
17001,140015,IL,ADAMS
17031,140018,IL,COOK
17173,140019,IL,SHELBY
17089,140029,IL,KANE
17089,140030,IL,KANE
17049,140032,IL,EFFINGHAM
17121,140034,IL,MARION
17095,140040,IL,KNOX
17195,140043,IL,WHITESIDE
17081,140046,IL,JEFFERSON
17031,140048,IL,COOK
17031,140049,IL,COOK
17119,140052,IL,MADISON
17167,140053,IL,SANGAMON
17031,140054,IL,COOK
17137,140058,IL,MORGAN
17083,140059,IL,JERSEY
17031,140062,IL,COOK
17031,140063,IL,COOK
17095,140064,IL,KNOX
17031,140065,IL,COOK
17143,140067,IL,PEORIA
17031,140068,IL,COOK
17163,140077,IL,ST. CLAIR
17031,140080,IL,COOK
17031,140082,IL,COOK
17031,140083,IL,COOK
17097,140084,IL,LAKE
17031,140088,IL,COOK
17109,140089,IL,MC DONOUGH
17019,140091,IL,CHAMPAIGN
17183,140093,IL,VERMILION
17031,140095,IL,COOK
17097,140100,IL,LAKE
17063,140101,IL,GRUNDY
17031,140103,IL,COOK
17099,140110,IL,LA SALLE
17019,140113,IL,CHAMPAIGN
17031,140114,IL,COOK
17031,140115,IL,COOK
17111,140116,IL,MC HENRY
17031,140117,IL,COOK
17031,140119,IL,COOK
17179,140120,IL,TAZEWELL
17043,140122,IL,DU PAGE
17031,140124,IL,COOK
17119,140125,IL,MADISON
17113,140127,IL,MC LEAN
17097,140130,IL,LAKE
17031,140133,IL,COOK
17115,140135,IL,MACON
17005,140137,IL,BOND
17011,140143,IL,BUREAU
17027,140145,IL,CLINTON
17159,140147,IL,RICHLAND
17167,140148,IL,SANGAMON
17031,140150,IL,COOK
17091,140155,IL,KANKAKEE
17031,140158,IL,COOK
17177,140160,IL,STEPHENSON
17105,140161,IL,LIVINGSTON
17113,140162,IL,MC LEAN
17077,140164,IL,JACKSON
17115,140166,IL,MACON
17075,140167,IL,IROQUOIS
17031,140172,IL,COOK
17089,140174,IL,KANE
17031,140177,IL,COOK
17031,140179,IL,COOK
17031,140180,IL,COOK
17031,140181,IL,COOK
17031,140182,IL,COOK
17199,140184,IL,WILLIAMSON
17163,140185,IL,ST. CLAIR
17091,140186,IL,KANKAKEE
17163,140187,IL,ST. CLAIR
17029,140189,IL,COLES
17031,140191,IL,COOK
17031,140197,IL,COOK
17043,140200,IL,DU PAGE
17097,140202,IL,LAKE
17031,140206,IL,COOK
17031,140208,IL,COOK
17143,140209,IL,PEORIA
17165,140210,IL,SALINE
17089,140211,IL,KANE
17197,140213,IL,WILL
17089,140217,IL,KANE
17031,140223,IL,COOK
17031,140224,IL,COOK
17201,140228,IL,WINNEBAGO
17043,140231,IL,DU PAGE
17201,140233,IL,WINNEBAGO
17099,140234,IL,LA SALLE
17201,140239,IL,WINNEBAGO
17043,140242,IL,DU PAGE
17031,140251,IL,COOK
17031,140252,IL,COOK
17031,140258,IL,COOK
17161,140275,IL,ROCK ISLAND
17031,140276,IL,COOK
17161,140280,IL,ROCK ISLAND
17031,140281,IL,COOK
17037,140286,IL,DE KALB
17043,140288,IL,DU PAGE
17119,140289,IL,MADISON
17031,140290,IL,COOK
17097,140291,IL,LAKE
17043,140292,IL,DU PAGE
17081,140294,IL,JEFFERSON
17031,140300,IL,COOK
17197,140304,IL,WILL
17061,141300,IL,GREENE
17147,141301,IL,PIATT
17085,141302,IL,JO DAVIESS
17039,141303,IL,DE WITT
17131,141304,IL,MERCER
17067,141305,IL,HANCOCK
17117,141306,IL,MACOUPIN
17145,141307,IL,PERRY
17189,141308,IL,WASHINGTON
17203,141309,IL,WOODFORD
17099,141310,IL,LA SALLE
17191,141311,IL,WAYNE
17141,141312,IL,OGLE
17125,141313,IL,MASON
17149,141315,IL,PIKE
17183,141316,IL,VERMILION
17053,141317,IL,FORD
17187,141318,IL,WARREN
17073,141319,IL,HENRY
17045,141320,IL,EDGAR
17055,141321,IL,FRANKLIN
17107,141322,IL,LOGAN
17127,141323,IL,MASSAC
17165,141324,IL,SALINE
17073,141325,IL,HENRY
17065,141326,IL,HAMILTON
17185,141327,IL,WABASH
17069,141328,IL,HARDIN
17195,141329,IL,WHITESIDE
17179,141330,IL,TAZEWELL
17145,141331,IL,PERRY
17135,141332,IL,MONTGOMERY
17169,141333,IL,SCHUYLER
17077,141334,IL,JACKSON
17111,141335,IL,MC HENRY
17119,141336,IL,MADISON
17011,141337,IL,BUREAU
17157,141338,IL,RANDOLPH
17021,141339,IL,CHRISTIAN
17037,141340,IL,DE KALB
17021,141341,IL,CHRISTIAN
17181,141342,IL,UNION
17033,141343,IL,CRAWFORD
17101,141344,IL,LAWRENCE
17121,141345,IL,MARION
17051,141346,IL,FAYETTE
17117,141347,IL,MACOUPIN
17157,141348,IL,RANDOLPH
17157,141349,IL,RANDOLPH
17135,141350,IL,MONTGOMERY
17025,141351,IL,CLAY
17031,143300,IL,COOK
17031,143301,IL,COOK
17031,143302,IL,COOK
17031,144009,IL,COOK
17031,144010,IL,COOK
17119,144016,IL,MADISON
17167,144021,IL,SANGAMON
17031,144026,IL,COOK
17031,144028,IL,COOK
17019,144029,IL,CHAMPAIGN
17031,144031,IL,COOK
17031,144034,IL,COOK
17043,144035,IL,DU PAGE
17089,144037,IL,KANE
17181,144038,IL,UNION
17031,144039,IL,COOK
17031,144040,IL,COOK
17197,144041,IL,WILL
17097,144042,IL,LAKE
18081,150001,IN,JOHNSON
18089,150002,IN,LAKE
18089,150004,IN,LAKE
18063,150005,IN,HENDRICKS
18091,150006,IN,LA PORTE
18067,150007,IN,HOWARD
18089,150008,IN,LAKE
18019,150009,IN,CLARK
18067,150010,IN,HOWARD
18053,150011,IN,GRANT
18141,150012,IN,ST. JOSEPH
18091,150015,IN,LA PORTE
18003,150017,IN,ALLEN
18039,150018,IN,ELKHART
18003,150021,IN,ALLEN
18107,150022,IN,MONTGOMERY
18167,150023,IN,VIGO
18097,150024,IN,MARION
18039,150026,IN,ELKHART
18141,150029,IN,ST. JOSEPH
18065,150030,IN,HENRY
18089,150034,IN,LAKE
18127,150035,IN,PORTER
18059,150037,IN,HANCOCK
18083,150042,IN,KNOX
18043,150044,IN,FLOYD
18033,150045,IN,DE KALB
18167,150046,IN,VIGO
18003,150047,IN,ALLEN
18177,150048,IN,WAYNE
18105,150051,IN,MONROE
18097,150056,IN,MARION
18109,150057,IN,MORGAN
18141,150058,IN,ST. JOSEPH
18057,150059,IN,HAMILTON
18027,150061,IN,DAVIESS
18071,150065,IN,JACKSON
18077,150069,IN,JEFFERSON
18017,150072,IN,CASS
18097,150074,IN,MARION
18179,150075,IN,WELLS
18099,150076,IN,MARSHALL
18163,150082,IN,VANDERBURGH
18097,150084,IN,MARION
18029,150086,IN,DEARBORN
18095,150088,IN,MADISON
18035,150089,IN,DELAWARE
18089,150090,IN,LAKE
18069,150091,IN,HUNTINGTON
18145,150097,IN,SHELBY
18163,150100,IN,VANDERBURGH
18183,150101,IN,WHITLEY
18149,150102,IN,STARKE
18011,150104,IN,BOONE
18157,150109,IN,TIPPECANOE
18005,150112,IN,BARTHOLOMEW
18095,150113,IN,MADISON
18037,150115,IN,DUBOIS
18089,150125,IN,LAKE
18089,150126,IN,LAKE
18097,150128,IN,MARION
18085,150133,IN,KOSCIUSKO
18113,150146,IN,NOBLE
18173,150149,IN,WARRICK
18003,150150,IN,ALLEN
18057,150153,IN,HAMILTON
18057,150157,IN,HAMILTON
18063,150158,IN,HENDRICKS
18097,150160,IN,MARION
18057,150161,IN,HAMILTON
18097,150162,IN,MARION
18089,150165,IN,LAKE
18089,150166,IN,LAKE
18003,150167,IN,ALLEN
18003,150168,IN,ALLEN
18097,150169,IN,MARION
18043,150172,IN,FLOYD
18157,150173,IN,TIPPECANOE
18141,150177,IN,ST. JOSEPH
18097,150179,IN,MARION
18057,150181,IN,HAMILTON
18105,150183,IN,MONROE
18091,150191,IN,LA PORTE
18099,151300,IN,MARSHALL
18135,151301,IN,RANDOLPH
18009,151302,IN,BLACKFORD
18079,151303,IN,JENNINGS
18139,151304,IN,RUSH
18131,151305,IN,PULASKI
18117,151306,IN,ORANGE
18171,151307,IN,WARREN
18095,151308,IN,MADISON
18021,151309,IN,CLAY
18169,151310,IN,WABASH
18159,151311,IN,TIPTON
18181,151312,IN,WHITE
18049,151313,IN,FULTON
18175,151314,IN,WASHINGTON
18151,151315,IN,STEUBEN
18023,151316,IN,CLINTON
18055,151317,IN,GREENE
18103,151318,IN,MIAMI
18051,151319,IN,GIBSON
18075,151320,IN,JAY
18123,151322,IN,PERRY
18087,151323,IN,LAGRANGE
18073,151324,IN,JASPER
18173,151325,IN,WARRICK
18165,151326,IN,VERMILLION
18153,151327,IN,SULLIVAN
18093,151328,IN,LAWRENCE
18047,151329,IN,FRANKLIN
18001,151330,IN,ADAMS
18061,151331,IN,HARRISON
18031,151332,IN,DECATUR
18133,151333,IN,PUTNAM
18143,151334,IN,SCOTT
18093,151335,IN,LAWRENCE
18157,154005,IN,TIPPECANOE
18097,154008,IN,MARION
18167,154009,IN,VIGO
18029,154011,IN,DEARBORN
18085,154014,IN,KOSCIUSKO
18177,154018,IN,WAYNE
18077,154019,IN,JEFFERSON
18089,154020,IN,LAKE
18053,154021,IN,GRANT
18081,154024,IN,JOHNSON
18039,154031,IN,ELKHART
18017,154035,IN,CASS
18105,154041,IN,MONROE
18099,154047,IN,MARSHALL
18033,154050,IN,DE KALB
18019,154051,IN,CLARK
18127,154052,IN,PORTER
18167,154054,IN,VIGO
18173,154055,IN,WARRICK
18163,154056,IN,VANDERBURGH
18097,154057,IN,MARION
18099,154058,IN,MARSHALL
18157,154059,IN,TIPPECANOE
18003,154060,IN,ALLEN
18141,154061,IN,ST. JOSEPH
18097,154063,IN,MARION
18097,154064,IN,MARION
18089,154065,IN,LAKE
19127,160001,IA,MARSHALL
19027,160005,IA,CARROLL
19111,160008,IA,LEE
19139,160013,IA,MUSCATINE
19187,160016,IA,WEBSTER
19155,160028,IA,POTTAWATTAMIE
19103,160029,IA,JOHNSON
19169,160030,IA,STORY
19099,160032,IA,JASPER
19163,160033,IA,SCOTT
19013,160040,IA,BLACK HAWK
19113,160045,IA,LINN
19155,160047,IA,POTTAWATTAMIE
19057,160057,IA,DES MOINES
19103,160058,IA,JOHNSON
19033,160064,IA,CERRO GORDO
19013,160067,IA,BLACK HAWK
19061,160069,IA,DUBUQUE
19113,160079,IA,LINN
19045,160080,IA,CLINTON
19153,160082,IA,POLK
19153,160083,IA,POLK
19179,160089,IA,WAPELLO
19153,160101,IA,POLK
19163,160104,IA,SCOTT
19013,160110,IA,BLACK HAWK
19041,160112,IA,CLAY
19061,160117,IA,DUBUQUE
19111,160122,IA,LEE
19059,160124,IA,DICKINSON
19193,160146,IA,WOODBURY
19157,160147,IA,POWESHIEK
19193,160153,IA,WOODBURY
19141,161300,IA,OBRIEN
19197,161301,IA,WRIGHT
19197,161302,IA,WRIGHT
19075,161303,IA,GRUNDY
19003,161304,IA,ADAMS
19151,161305,IA,POCAHONTAS
19105,161306,IA,JONES
19081,161307,IA,HANCOCK
19069,161308,IA,FRANKLIN
19085,161309,IA,HARRISON
19001,161310,IA,ADAIR
19167,161311,IA,SIOUX
19043,161312,IA,CLAYTON
19045,161313,IA,CLINTON
19077,161314,IA,GUTHRIE
19107,161315,IA,KEOKUK
19065,161316,IA,FAYETTE
19095,161317,IA,IOWA
19005,161318,IA,ALLAMAKEE
19043,161319,IA,CLAYTON
19017,161320,IA,BREMER
19119,161321,IA,LYON
19049,161322,IA,DALLAS
19131,161323,IA,MITCHELL
19071,161324,IA,FREMONT
19073,161325,IA,GREENE
19121,161326,IA,MADISON
19051,161327,IA,DAVIS
19089,161328,IA,HOWARD
19097,161329,IA,JACKSON
19009,161330,IA,AUDUBON
19037,161331,IA,CHICKASAW
19027,161332,IA,CARROLL
19169,161333,IA,STORY
19091,161334,IA,HUMBOLDT
19019,161335,IA,BUCHANAN
19167,161336,IA,SIOUX
19177,161337,IA,VAN BUREN
19065,161338,IA,FAYETTE
19017,161339,IA,BREMER
19053,161340,IA,DECATUR
19117,161341,IA,LUCAS
19135,161342,IA,MONROE
19055,161343,IA,DELAWARE
19183,161344,IA,WASHINGTON
19143,161345,IA,OSCEOLA
19167,161346,IA,SIOUX
19067,161347,IA,FLOYD
19039,161348,IA,CLARKE
19011,161349,IA,BENTON
19025,161350,IA,CALHOUN
19063,161351,IA,EMMET
19145,161352,IA,PAGE
19109,161353,IA,KOSSUTH
19093,161354,IA,IDA
19125,161355,IA,MARION
19087,161356,IA,HENRY
19147,161357,IA,PALO ALTO
19185,161358,IA,WAYNE
19133,161359,IA,MONONA
19167,161360,IA,SIOUX
19079,161361,IA,HAMILTON
19035,161362,IA,CHEROKEE
19137,161363,IA,MONTGOMERY
19101,161364,IA,JEFFERSON
19175,161365,IA,UNION
19145,161366,IA,PAGE
19125,161367,IA,MARION
19149,161368,IA,PLYMOUTH
19047,161369,IA,CRAWFORD
19161,161370,IA,SAC
19191,161371,IA,WINNESHIEK
19015,161372,IA,BOONE
19159,161373,IA,RINGGOLD
19165,161374,IA,SHELBY
19021,161375,IA,BUENA VISTA
19029,161376,IA,CASS
19007,161377,IA,APPANOOSE
19061,161378,IA,DUBUQUE
19123,161379,IA,MAHASKA
19083,161380,IA,HARDIN
19141,161381,IA,OBRIEN
19035,164002,IA,CHEROKEE
19019,164003,IA,BUCHANAN
19153,164007,IA,POLK
20037,170006,KS,CRAWFORD
20103,170009,KS,LEAVENWORTH
20169,170012,KS,SALINE
20051,170013,KS,ELLIS
20059,170014,KS,FRANKLIN
20177,170016,KS,SHAWNEE
20015,170017,KS,BUTLER
20155,170020,KS,RENO
20055,170023,KS,FINNEY
20151,170027,KS,PRATT
20061,17002F,KS,GEARY
20209,170040,KS,WYANDOTTE
20091,170049,KS,JOHNSON
20175,170068,KS,SEWARD
20061,170074,KS,GEARY
20113,170075,KS,MCPHERSON
20177,170086,KS,SHAWNEE
20079,170103,KS,HARVEY
20091,170104,KS,JOHNSON
20113,170105,KS,MCPHERSON
20121,170109,KS,MIAMI
20067,170110,KS,GRANT
20099,170120,KS,LABETTE
20173,170122,KS,SEDGWICK
20173,170123,KS,SEDGWICK
20045,170137,KS,DOUGLAS
20161,170142,KS,RILEY
20125,170145,KS,MONTGOMERY
20209,170146,KS,WYANDOTTE
20035,170150,KS,COWLEY
20129,170166,KS,MORTON
